,Abundance,Substructure,SMILES,SMARTS
369,8594,"N,1-Hydrazinecarboximidothioate_ester_(2-propan-2-ylidene)",CN=C(SC)N(C)N=C(C)C,[#6v4]-[#16v2]-[#6v4](=[#7v3]-[#6v4])-[#7v3](-[#6v4])-[#7v3]=[#6v4](-[#6v4])-[#6v4]
370,8587,N-Sulfuramidous_acid,CNS(=O)O,[#1]-[#8v2]-[#16v4](=[#8v2])-[#7v3](-[#1])-[#6v4]
371,8552,Hydrazinecarboxamide_(2-propan-2-ylidene),CC(C)=NNC(N)=O,[#6v4](-[#6v4])(-[#6v4])=[#7v3]-[#7v3](-[#1])-[#6v4](=[#8v2])-[#7v3](-[#1])-[#1]
372,8544,N-Sulfamic_acid,CNS(=O)(=O)O,[#1]-[#8v2]-[#16v6](=[#8v2])(=[#8v2])-[#7v3](-[#6v4])-[#1]
373,8435,"Hydrazine_(ethylidene,_propan-2-ylidene)",CC=NN=C(C)C,[#6v4]-[#6v4](-[#6v4])=[#7v3]-[#7v3]=[#6v4](-[#1])-[#6v4]
374,8431,Sulfate_ester,COS(=O)(=O)OC,[#6v4]-[#8v2]-[#16v6](=[#8v2])(=[#8v2])-[#8v2]-[#6v4]
375,8303,N-Thiohydroxylamine,CNS,[#1]-[#16v2]-[#7v3](-[#1])-[#6v4]
376,8273,α-N-Imino_carboxylate_ester,CN=C(C)C(=O)OC,[#6v4]-[#6v4](=[#7v3]-[#6v4])-[#6v4](=[#8v2])-[#8v2]-[#6v4]
377,8234,"N,N-Azidocarboxamide",CN(C)C(=O)N=[N+]=[N-],[#6v4]-[#7v3](-[#6v4])-[#6v4](=[#8v2])-[#7v3]=[#7v4+]=[#7v2-]
378,8191,N''-Carboximidohydrazide,CN=C(C)NN,[#6v4]-[#6v4](=[#7v3]-[#6v4])-[#7v3](-[#1])-[#7v3](-[#1])-[#1]
379,8168,N'-Carbohydrazonamide,CNN=C(C)N,[#6v4]-[#6v4](=[#7v3]-[#7v3](-[#6v4])-[#1])-[#7v3](-[#1])-[#1]
380,8084,Carbodithioate_ester,CSC(C)=S,[#6v4]-[#6v4](=[#16v2])-[#16v2]-[#6v4]
381,8082,Hydrazinecarboxamide_(2-ethylidene),CC=NNC(N)=O,[#6v4](-[#6v4])(-[#1])=[#7v3]-[#7v3](-[#1])-[#6v4](=[#8v2])-[#7v3](-[#1])-[#1]
382,8050,Sulfoximide,CS(C)(=N)=O,[#6v4]-[#16v6](=[#8v2])(=[#7v3]-[#1])-[#6v4]
383,8034,"N,O-(N-Hydroxy)formamide",CON(C)C=O,[#1]-[#6v4](=[#8v2])-[#7v3](-[#6v4])-[#8v2]-[#6v4]
384,8024,Amino_carboxylate,CC(=O)ON,[#6v4]-[#6v4](=[#8v2])-[#8v2]-[#7v3](-[#1])-[#1]
385,7930,Hydrazine_(di(propan-2-ylidene)),CC(C)=NN=C(C)C,[#6v4]-[#6v4](-[#6v4])=[#7v3]-[#7v3]=[#6v4](-[#6v4])-[#6v4]
386,7926,Oxophosphine,CP=O,[#6v4]-[#15v3]=[#8v2]
387,7805,Carbamimidothioate_ester,CSC(=N)N,[#6v4]-[#16v2]-[#6v4](=[#7v3]-[#1])-[#7v3](-[#1])-[#1]
388,7801,Geminal_diamine_(secondary),CC(C)(N)N,[#6v4]-[#6v4](-[#7v3](-[#1])-[#1])(-[#7v3](-[#1])-[#1])-[#6v4]
389,7794,Sulfonamide_(N-propan-2-ylidene),CC(C)=NS(C)(=O)=O,[#6v4]-[#16v6](=[#8v2])(=[#8v2])-[#7v3]=[#6v4](-[#6v4])-[#6v4]
390,7732,Iodo_(P),PI,[#15]-[#53v1]
391,7673,"N,O-(N-Hydroxy)sulfonamide",CONS(C)(=O)=O,[#6v4]-[#16v6](=[#8v2])(=[#8v2])-[#7v3](-[#1])-[#8v2]-[#6v4]
392,7662,"1,1-Dioxy_alcohol_(secondary)",COC(C)(O)OC,[#6v4]-[#6v4](-[#8v2]-[#1])(-[#8v2]-[#6v4])-[#8v2]-[#6v4]
393,7567,"N,N',N'-(N-Sulfonyl)urea",CN(C)C(=O)N(C)S(C)(=O)=O,[#6v4]-[#16v6](=[#8v2])(=[#8v2])-[#7v3](-[#6v4])-[#6v4](=[#8v2])-[#7v3](-[#6v4])-[#6v4]
394,7537,α-Oxo_carbaldehyde,CC(=O)C=O,[#6v4]-[#6v4](=[#8v2])-[#6v4](=[#8v2])-[#1]
395,7459,Amine_N-oxide_(secondary),C[NH+](C)[O-],[#6v4]-[#7v4+](-[#8v1-])(-[#6v4])-[#1]
396,7337,N-(N-Sulfonyl)carbamate_ester,COC(=O)N(C)S(C)(=O)=O,[#6v4]-[#16v6](=[#8v2])(=[#8v2])-[#7v3](-[#6v4])-[#6v4](=[#8v2])-[#8v2]-[#6v4]
397,7328,α-Imino_ketone,CC(=N)C(C)=O,[#6v4]-[#6v4](=[#7v3]-[#1])-[#6v4](=[#8v2])-[#6v4]
398,7294,"N',N',N''-Carboximidohydrazide",CN=C(C)NN(C)C,[#6v4]-[#6v4](=[#7v3]-[#6v4])-[#7v3](-[#1])-[#7v3](-[#6v4])-[#6v4]
399,7249,"N,N-Nitramide",CN(C)[N+](=O)[O-],[#6v4]-[#7v3](-[#6v4])-[#7v4+](=[#8v2])-[#8v1-]
400,7221,α-Amino_alcohol_(secondary),CC(C)(N)O,[#6v4]-[#6v4](-[#7v3](-[#1])-[#1])(-[#8v2]-[#1])-[#6v4]
401,7220,Iodonium_cation,C[I+]C,[#6v4]-[#53v2+]-[#6v4]
402,7147,Geminal_diamine_(primary),CC(N)N,[#6v4]-[#6v4](-[#7v3](-[#1])-[#1])(-[#7v3](-[#1])-[#1])-[#1]
403,7106,(N-Sulfinyl)carboxamide,CC(=O)NS(C)=O,[#6v4]-[#6v4](=[#8v2])-[#7v3](-[#1])-[#16v4](=[#8v2])-[#6v4]
404,7105,Hydrazinecarbothioamide_(2-propan-2-ylidene),CC(C)=NNC(N)=S,[#6v4](-[#6v4])(-[#6v4])=[#7v3]-[#7v3](-[#1])-[#6v4](=[#16v2])-[#7v3](-[#1])-[#1]
405,7029,Acyl_iodide,CC(=O)I,[#6v4]-[#6v4](=[#8v2])-[#53v1]
406,7013,Orthoformate_ester,COC(OC)OC,[#1]-[#6v4](-[#8v2]-[#6v4])(-[#8v2]-[#6v4])-[#8v2]-[#6v4]
407,7011,"N,N'-Carbohydrazonamide",CNN=C(C)NC,[#6v4]-[#6v4](=[#7v3]-[#7v3](-[#6v4])-[#1])-[#7v3](-[#6v4])-[#1]
408,6876,Borinate_ester_(tertiary),COB(C)C,[#6v4]-[#5v3](-[#6v4])-[#8v2]-[#6v4]
409,6855,S-Thiohydroperoxide,CSO,[#6v4]-[#16v2]-[#8v2]-[#1]
410,6822,"N,N',N',N''-Carboximidohydrazide",CN=C(C)N(C)N(C)C,[#6v4]-[#6v4](=[#7v3]-[#6v4])-[#7v3](-[#6v4])-[#7v3](-[#6v4])-[#6v4]
411,6815,Ketiminium_cation,CC(C)=[NH2+],[#6v4]-[#6v4](=[#7v4+](-[#1])-[#1])-[#6v4]
412,6747,N-Phosphonamidate_ester,CNP(C)(=O)OC,[#6v4]-[#15v5](=[#8v2])(-[#8v2]-[#6v4])-[#7v3](-[#1])-[#6v4]
413,6734,Carboperoxoic_acid,CC(=O)OO,[#6v4]-[#6v4](=[#8v2])-[#8v2]-[#8v2]-[#1]
414,6732,"N,N,N'-Carbohydrazonamide",CNN=C(C)N(C)C,[#6v4]-[#6v4](=[#7v3]-[#7v3](-[#1])-[#6v4])-[#7v3](-[#6v4])-[#6v4]
415,6713,"N',N''-Carboximidohydrazide",CN=C(C)NNC,[#6v4]-[#6v4](=[#7v3]-[#6v4])-[#7v3](-[#1])-[#7v3](-[#6v4])-[#1]
416,6682,Hydrazine_(di(ethylidene)),CC=NN=CC,[#6v4]-[#6v4](-[#1])=[#7v3]-[#7v3]=[#6v4](-[#1])-[#6v4]
417,6672,"Carbonodithioate_O,S-ester",COC(=S)SC,[#6v4]-[#8v2]-[#6v4](=[#16v2])-[#16v2]-[#6v4]
418,6660,Boric_acid_O-ester,COB(O)O,[#6v4]-[#8v2]-[#5v3](-[#8v2]-[#1])-[#8v2]-[#1]
419,6658,Bromo_(P),PBr,[#15]-[#35v1]
420,6614,N-Ketimine_N-oxide,CC(C)=[N+](C)[O-],[#6v4]-[#6v4](=[#7v4+](-[#6v4])-[#8v1-])-[#6v4]
421,6605,"N,N-Hydrazone_(formaldehyde)",C=NN(C)C,[#1]-[#6v4](=[#7v3]-[#7v3](-[#6v4])-[#6v4])-[#1]
422,6601,Sulfinamide,CS(N)=O,[#6v4]-[#16v4](=[#8v2])-[#7v3](-[#1])-[#1]
423,6590,"N,N',N''-Formimidohydrazide",CN=CN(C)NC,[#1]-[#6v4](=[#7v3]-[#6v4])-[#7v3](-[#6v4])-[#7v3](-[#6v4])-[#1]
424,6560,"N,N,N'-Hydrazinecarboximidamide",CN=C(NN)N(C)C,[#1]-[#7v3](-[#1])-[#7v3](-[#1])-[#6v4](=[#7v3]-[#6v4])-[#7v3](-[#6v4])-[#6v4]
425,6543,N-Carbohydrazonate_ester,CNN=C(C)OC,[#6v4]-[#6v4](=[#7v3]-[#7v3](-[#1])-[#6v4])-[#8v2]-[#6v4]
426,6526,Phosphinite_ester_(tertiary),COP(C)C,[#6v4]-[#15v3](-[#6v4])-[#8v2]-[#6v4]
427,6405,Hydrazinecarboxylate_ester_(2-ethylidene),CC=NNC(=O)OC,[#6v4]-[#8v2]-[#6v4](=[#8v2])-[#7v3](-[#1])-[#7v3]=[#6v4](-[#1])-[#6v4]
428,6397,"N,N',O-(N-Hydroxy)urea",CNC(=O)N(C)OC,[#6v4]-[#8v2]-[#7v3](-[#6v4])-[#6v4](=[#8v2])-[#7v3](-[#1])-[#6v4]
429,6382,Hydrodisulfide,CSS,[#6v4]-[#16v2]-[#16v2]-[#1]
430,6331,N-Thiourea_(N'-propan-2-ylidene),CNC(=S)N=C(C)C,[#6v4]-[#7v3](-[#1])-[#6v4](=[#16v2])-[#7v3]=[#6v4](-[#6v4])-[#6v4]
431,6329,"1,1-Isodiazene",C[N+](C)=[N-],[#6v4]-[#7v4+](-[#6v4])=[#7v2-]
432,6314,O-Carbohydroximate_ester,CON=C(C)OC,[#6v4]-[#6v4](=[#7v3]-[#8v2]-[#6v4])-[#8v2]-[#6v4]
433,6300,"N,1,2-Hydrazinecarboximidothioate_ester",CN=C(SC)N(C)NC,[#6v4]-[#16v2]-[#6v4](=[#7v3]-[#6v4])-[#7v3](-[#6v4])-[#7v3](-[#1])-[#6v4]
434,6279,N-Aldiminium_cation,CC=[NH+]C,[#6v4]-[#6v4](=[#7v4+](-[#1])-[#6v4])-[#1]
435,6273,"N,N'-(N-Hydroxy)urea",CNC(=O)N(C)O,[#1]-[#8v2]-[#7v3](-[#6v4])-[#6v4](=[#8v2])-[#7v3](-[#1])-[#6v4]
436,6218,O-Thiohydroperoxide,COS,[#6v4]-[#8v2]-[#16v2]-[#1]
437,6215,Phosphorous_acid_O-ester,COP(O)O,[#6v4]-[#8v2]-[#15v3](-[#8v2]-[#1])-[#8v2]-[#1]
438,6180,Carbohydrazonamide,CC(N)=NN,[#6v4]-[#6v4](=[#7v3]-[#7v3](-[#1])-[#1])-[#7v3](-[#1])-[#1]
439,6180,"N1,N2-1,2-Diimine_(propane)",CN=CC(C)=NC,[#6v4]-[#6v4](=[#7v3]-[#6v4])-[#6v4](=[#7v3]-[#6v4])-[#1]
440,6122,N-Sulfonohydrazide_(N-propan-2-ylidene),CC(C)=NN(C)S(C)(=O)=O,[#6v4]-[#16v6](=[#8v2])(=[#8v2])-[#7v3](-[#6v4])-[#7v3]=[#6v4](-[#6v4])-[#6v4]
441,6113,"N,N-Formimidamide",CN(C)C=N,[#6v4]-[#7v3](-[#6v4])-[#6v4](=[#7v3]-[#1])-[#1]
442,6106,N-(N-Carboximidoyl)carboximidamide,CC(=N)N(C)C(C)=N,[#6v4]-[#6v4](=[#7v3]-[#1])-[#7v3](-[#6v4])-[#6v4](=[#7v3]-[#1])-[#6v4]
443,6105,α-N-Imino_carboxylic_acid,CN=C(C)C(=O)O,[#6v4]-[#6v4](=[#7v3]-[#6v4])-[#6v4](=[#8v2])-[#8v2]-[#1]
444,6088,N-Dihydroxylamine,CN(O)O,[#1]-[#8v2]-[#7v3](-[#6v4])-[#8v2]-[#1]
445,6028,"N,N-Amino_sulfonate",CN(C)OS(C)(=O)=O,[#6v4]-[#16v6](=[#8v2])(=[#8v2])-[#8v2]-[#7v3](-[#6v4])-[#6v4]
446,5970,Orthocarbotrithioate_ester,CSC(C)(SC)SC,[#6v4]-[#6v4](-[#16v2]-[#6v4])(-[#16v2]-[#6v4])-[#16v2]-[#6v4]
447,5961,"N,N-Phosphinous_amide",CN(C)P,[#6v4]-[#7v3](-[#6v4])-[#15v3](-[#1])-[#1]
448,5951,(N-Sulfonyl)carbamate_ester,COC(=O)NS(C)(=O)=O,[#6v4]-[#16v6](=[#8v2])(=[#8v2])-[#7v3](-[#1])-[#6v4](=[#8v2])-[#8v2]-[#6v4]
449,5917,Amino_sulfonate_(N-propan-2-ylidene),CC(C)=NOS(C)(=O)=O,[#6v4]-[#16v6](=[#8v2])(=[#8v2])-[#8v2]-[#7v3]=[#6v4](-[#6v4])-[#6v4]
450,5904,Thioketone_S-dioxide,CC(C)=S(=O)=O,[#6v4]-[#6v4](-[#6v4])=[#16v6](=[#8v2])=[#8v2]
451,5837,Geminal_triol,CC(O)(O)O,[#6v4]-[#6v4](-[#8v2]-[#1])(-[#8v2]-[#1])-[#8v2]-[#1]
452,5801,Borate_ester,COB(OC)OC,[#6v4]-[#8v2]-[#5v3](-[#8v2]-[#6v4])-[#8v2]-[#6v4]
453,5788,α-Amino_carbaldehyde,CC(N)C=O,[#6v4]-[#6v4](-[#7v3](-[#1])-[#1])(-[#1])-[#6v4](=[#8v2])-[#1]
454,5765,"N',O-(N-Hydroxy)urea",CNC(=O)NOC,[#6v4]-[#8v2]-[#7v3](-[#1])-[#6v4](=[#8v2])-[#7v3](-[#1])-[#6v4]
455,5672,"1,3-Triazane",CNNNC,[#6v4]-[#7v3](-[#1])-[#7v3](-[#1])-[#7v3](-[#1])-[#6v4]
456,5650,O-(N-Hydroxy)carbamate_ester,CONC(=O)OC,[#6v4]-[#8v2]-[#6v4](=[#8v2])-[#7v3](-[#1])-[#8v2]-[#6v4]
457,5568,S-Monothiohemiacetal,CSC(C)O,[#6v4]-[#6v4](-[#8v2]-[#1])(-[#16v2]-[#6v4])-[#1]
458,5512,N-(N-Formyl)carboxamide,CC(=O)N(C)C=O,[#6v4]-[#6v4](=[#8v2])-[#7v3](-[#6v4])-[#6v4](=[#8v2])-[#1]
459,5506,Sulfinamide_(N-ethylidene),CC=NS(C)=O,[#6v4]-[#16v4](=[#8v2])-[#7v3]=[#6v4](-[#1])-[#6v4]
460,5492,"N,1-Hydrazinecarboxamide_(2-propan-2-ylidene)",CNC(=O)N(C)N=C(C)C,[#6v4](-[#6v4])(-[#6v4])=[#7v3]-[#7v3](-[#6v4])-[#6v4](=[#8v2])-[#7v3](-[#1])-[#6v4]
461,5491,Phosphine_sulfide,CP(C)(C)=S,[#6v4]-[#15v5](=[#16v2])(-[#6v4])-[#6v4]
462,5401,"N,N',N'-Hydroxylamine-O-carboxamide",CNC(=O)ON(C)C,[#6v4]-[#7v3](-[#1])-[#6v4](=[#8v2])-[#8v2]-[#7v3](-[#6v4])-[#6v4]
463,5384,Acyl_fluoride,CC(=O)F,[#6v4]-[#6v4](=[#8v2])-[#9v1]
464,5337,"N',O-(N-Hydroxy)carboximidamide",CN=C(C)NOC,[#6v4]-[#6v4](=[#7v3]-[#6v4])-[#7v3](-[#1])-[#8v2]-[#6v4]
465,5332,"N,N-Thiourea",CN(C)C(N)=S,[#6v4]-[#7v3](-[#6v4])-[#6v4](=[#16v2])-[#7v3](-[#1])-[#1]
466,5279,"N,N'-(N-Sulfanyl)urea",CNC(=O)N(C)S,[#1]-[#16v2]-[#7v3](-[#6v4])-[#6v4](=[#8v2])-[#7v3](-[#1])-[#6v4]
467,5186,"Phosphorothioate_O,O,O-ester",COP(=S)(OC)OC,[#6v4]-[#8v2]-[#15v5](=[#16v2])(-[#8v2]-[#6v4])-[#8v2]-[#6v4]
468,5186,"N,N'-Hydrazinecarboximidamide_(2-ethylidene)",CC=NNC(=NC)NC,[#6v4](-[#6v4])(-[#1])=[#7v3]-[#7v3](-[#1])-[#6v4](=[#7v3]-[#6v4])-[#7v3](-[#1])-[#6v4]
469,5160,Carbonic_carboxylic_anhydride,COC(=O)OC(C)=O,[#6v4]-[#6v4](=[#8v2])-[#8v2]-[#6v4](=[#8v2])-[#8v2]-[#6v4]
470,5154,"N,N,1-Hydrazinecarboxamide",CN(C)C(=O)N(C)N,[#1]-[#7v3](-[#1])-[#7v3](-[#6v4])-[#6v4](=[#8v2])-[#7v3](-[#6v4])-[#6v4]
471,5056,"N,N,O-Carboxamidoxime",CON=C(C)N(C)C,[#6v4]-[#6v4](=[#7v3]-[#8v2]-[#6v4])-[#7v3](-[#6v4])-[#6v4]
472,5053,Sulfonium_cation_(secondary),C[SH+]C,[#6v4]-[#16v3+](-[#6v4])-[#1]
473,5025,N-Formimidothioate_ester,CN=CSC,[#1]-[#6v4](=[#7v3]-[#6v4])-[#16v2]-[#6v4]
474,5015,Hydrazinecarboxylate_ester_(2-propan-2-ylidene),COC(=O)NN=C(C)C,[#6v4]-[#8v2]-[#6v4](=[#8v2])-[#7v3](-[#1])-[#7v3]=[#6v4](-[#6v4])-[#6v4]
475,4977,Sulfonium_cation_(primary),C[SH2+],[#6v4]-[#16v3+](-[#1])-[#1]
476,4950,"N,N-Sulfamate_ester",COS(=O)(=O)N(C)C,[#6v4]-[#8v2]-[#16v6](=[#8v2])(=[#8v2])-[#7v3](-[#6v4])-[#6v4]
477,4874,O-Hydroxysulfane(IV),COS(C)(C)C,[#6v4]-[#16v4](-[#6v4])(-[#6v4])-[#8v2]-[#6v4]
478,4852,Sulfurous_acid_ester,COS(=O)O,[#6v4]-[#8v2]-[#16v4](=[#8v2])-[#8v2]-[#1]
479,4846,N'-Carboximidamide_(N-methylidene),C=NC(C)=NC,[#1]-[#6v4](-[#1])=[#7v3]-[#6v4](-[#6v4])=[#7v3]-[#6v4]
480,4791,"N,N',O-(N-Hydroxy)carboximidamide",CN=C(C)N(C)OC,[#6v4]-[#6v4](=[#7v3]-[#6v4])-[#7v3](-[#8v2]-[#6v4])-[#6v4]
481,4775,"N,N-Boronamidic_acid",CB(O)N(C)C,[#6v4]-[#5v3](-[#8v2]-[#1])-[#7v3](-[#6v4])-[#6v4]
482,4749,"1,2,3-Triazane",CNN(C)NC,[#6v4]-[#7v3](-[#1])-[#7v3](-[#6v4])-[#7v3](-[#1])-[#6v4]
483,4719,Sulfinamide_(N-propan-2-ylidene),CC(C)=NS(C)=O,[#6v4]-[#16v4](=[#8v2])-[#7v3]=[#6v4](-[#6v4])-[#6v4]
484,4703,O-Monothiohemiacetal,COC(C)S,[#6v4]-[#6v4](-[#8v2]-[#6v4])(-[#16v2]-[#1])-[#1]
485,4637,N-Phosphinic_amide,CNP(C)(C)=O,[#6v4]-[#15v5](=[#8v2])(-[#6v4])-[#7v3](-[#1])-[#6v4]
486,4616,Carbonotrithioate_ester,CSC(=S)SC,[#6v4]-[#16v2]-[#6v4](=[#16v2])-[#16v2]-[#6v4]
487,4598,"N,N'-Diimine_(methane)",CN=C=NC,[#6v4]-[#7v3]=[#6v4]=[#7v3]-[#6v4]
488,4554,N-Phosphine_imide,CN=P(C)(C)C,[#6v4]-[#15v5](=[#7v3]-[#6v4])(-[#6v4])-[#6v4]
489,4534,Sulfonothioate_S-ester,CSS(C)(=O)=O,[#6v4]-[#16v6](=[#8v2])(=[#8v2])-[#16v2]-[#6v4]
490,4510,(N-Acyl-N-hydroxy)carboxamide,CC(=O)N(O)C(C)=O,[#6v4]-[#6v4](=[#8v2])-[#7v3](-[#8v2]-[#1])-[#6v4](=[#8v2])-[#6v4]
491,4494,"B,B,N,N-Boranamine",CB(C)N(C)C,[#6v4]-[#7v3](-[#6v4])-[#5v3](-[#6v4])-[#6v4]
492,4487,"N',N'-Carbohydrazonamide",CC(N)=NN(C)C,[#6v4]-[#6v4](=[#7v3]-[#7v3](-[#6v4])-[#6v4])-[#7v3](-[#1])-[#1]
493,4478,Sulfonylamine,CN=S(=O)=O,[#6v4]-[#7v3]=[#16v6](=[#8v2])=[#8v2]
494,4433,(N-Carboximidoyl)carboxamide,CC(=N)NC(C)=O,[#6v4]-[#6v4](=[#7v3]-[#1])-[#7v3](-[#1])-[#6v4](=[#8v2])-[#6v4]
495,4400,"Phosphorothioate_O,O,S-ester",COP(=O)(OC)SC,[#6v4]-[#16v2]-[#15v5](=[#8v2])(-[#8v2]-[#6v4])-[#8v2]-[#6v4]
496,4378,"Phosphorous_acid_O,O-ester",COP(O)OC,[#6v4]-[#8v2]-[#15v3](-[#8v2]-[#1])-[#8v2]-[#6v4]
497,4372,N-(N-Hydroxy)urea,CN(O)C(N)=O,[#1]-[#8v2]-[#7v3](-[#6v4])-[#6v4](=[#8v2])-[#7v3](-[#1])-[#1]
498,4370,N-Carbohydrazonothioate_ester,CNN=C(C)SC,[#6v4]-[#6v4](=[#7v3]-[#7v3](-[#1])-[#6v4])-[#16v2]-[#6v4]
499,4344,"N,N,N'-(S-Amino)thiohydroxylamine",CNSN(C)C,[#6v4]-[#7v3](-[#6v4])-[#16v2]-[#7v3](-[#6v4])-[#1]
500,4329,2-Hydrazinecarboxamide,CNNC(N)=O,[#6v4]-[#7v3](-[#1])-[#7v3](-[#1])-[#6v4](=[#8v2])-[#7v3](-[#1])-[#1]
501,4301,Sulfonamide_(N-ethylidene),CC=NS(C)(=O)=O,[#6v4]-[#16v6](=[#8v2])(=[#8v2])-[#7v3]=[#6v4](-[#1])-[#6v4]
502,4263,Aldiminium_cation,CC=[NH2+],[#6v4]-[#6v4](=[#7v4+](-[#1])-[#1])-[#1]
503,4261,N-Phosphinous_amide,CNP,[#6v4]-[#7v3](-[#1])-[#15v3](-[#1])-[#1]
504,4225,2-Hydrazinecarbothioamide,CNNC(N)=S,[#6v4]-[#7v3](-[#1])-[#7v3](-[#1])-[#6v4](=[#16v2])-[#7v3](-[#1])-[#1]
505,4213,Amino_(N-ethylidene)_carboxylate,CC=NOC(C)=O,[#6v4]-[#6v4](=[#8v2])-[#8v2]-[#7v3]=[#6v4](-[#1])-[#6v4]
506,4211,2-(1-Sulfonyl)guanidine,CN=C(N)NS(C)(=O)=O,[#6v4]-[#16v6](=[#8v2])(=[#8v2])-[#7v3](-[#1])-[#6v4](=[#7v3]-[#6v4])-[#7v3](-[#1])-[#1]
507,4093,Stibanyl,C[Sb],[#6v4]-[#51]
508,4086,"N,N''-Formimidohydrazide_(N'-ethylidene)",CC=NN(C)C=NC,[#1]-[#6v4](=[#7v3]-[#6v4])-[#7v3](-[#6v4])-[#7v3]=[#6v4](-[#6v4])-[#1]
509,4079,"N,N',N'-(N-Hydroxy)urea",CN(C)C(=O)N(C)O,[#1]-[#8v2]-[#7v3](-[#6v4])-[#6v4](=[#8v2])-[#7v3](-[#6v4])-[#6v4]
510,4074,(N-Sulfonyl)urea,CS(=O)(=O)NC(N)=O,[#6v4]-[#16v6](=[#8v2])(=[#8v2])-[#7v3](-[#1])-[#6v4](=[#8v2])-[#7v3](-[#1])-[#1]
511,4065,Sulfite_ester,COS(=O)OC,[#6v4]-[#8v2]-[#16v4](=[#8v2])-[#8v2]-[#6v4]
512,4062,Disulfonamide_anion,CS(=O)(=O)[N-]S(C)(=O)=O,[#6v4]-[#16v6](=[#8v2])(=[#8v2])-[#7v2-]-[#16v6](=[#8v2])(=[#8v2])-[#6v4]
513,4010,"N,N-Phosphoramidate_ester",COP(=O)(OC)N(C)C,[#6v4]-[#8v2]-[#15v5](=[#8v2])(-[#8v2]-[#6v4])-[#7v3](-[#6v4])-[#6v4]
514,3968,α-S-Sulfanyl_amine_(primary),CSC(C)N,[#6v4]-[#6v4](-[#7v3](-[#1])-[#1])(-[#16v2]-[#6v4])-[#1]
515,3960,"N,N'-Carbothiohydrazide",CNN(C)C(C)=S,[#6v4]-[#6v4](=[#16v2])-[#7v3](-[#6v4])-[#7v3](-[#1])-[#6v4]
516,3920,Sulfane(IV)_(ethanylidene),CC=S(C)C,[#6v4]-[#16v4](-[#6v4])=[#6v4](-[#6v4])-[#1]
517,3916,"1,1,3,3-Triazane",CN(C)NN(C)C,[#6v4]-[#7v3](-[#6v4])-[#7v3](-[#1])-[#7v3](-[#6v4])-[#6v4]
518,3890,N-Carboximidoyl_cyanide,CN=C(C)C#N,[#6v4]-[#6v4](=[#7v3]-[#6v4])-[#6v4]#[#7v3]
519,3887,"N,N-Phosphonamidate_ester",COP(C)(=O)N(C)C,[#6v4]-[#15v5](=[#8v2])(-[#8v2]-[#6v4])-[#7v3](-[#6v4])-[#6v4]
520,3848,Carbamate_ester_(N-propan-2-ylidene),COC(=O)N=C(C)C,[#6v4]-[#8v2]-[#6v4](=[#8v2])-[#7v3]=[#6v4](-[#6v4])-[#6v4]
521,3788,"N,N'-Sulfonohydrazide",CNN(C)S(C)(=O)=O,[#6v4]-[#16v6](=[#8v2])(=[#8v2])-[#7v3](-[#6v4])-[#7v3](-[#1])-[#6v4]
522,3781,"N-Phosphoramidothioate_O,O-ester",CNP(=S)(OC)OC,[#6v4]-[#8v2]-[#15v5](=[#16v2])(-[#8v2]-[#6v4])-[#7v3](-[#1])-[#6v4]
523,3773,Carboximidic_acid,CC(=N)O,[#6v4]-[#6v4](=[#7v3]-[#1])-[#8v2]-[#1]
524,3761,"N,N,N',N'-(S-Amino)thiohydroxylamine",CN(C)SN(C)C,[#6v4]-[#7v3](-[#6v4])-[#16v2]-[#7v3](-[#6v4])-[#6v4]
525,3751,N-(N-Carboximidoyl)carboxamide,CC(=N)N(C)C(C)=O,[#6v4]-[#6v4](=[#7v3]-[#1])-[#7v3](-[#6v4])-[#6v4](=[#8v2])-[#6v4]
526,3748,N''-Carboximidohydrazide_(N'-ethylidene),CC=NNC(C)=NC,[#6v4]-[#6v4](=[#7v3]-[#6v4])-[#7v3](-[#1])-[#7v3]=[#6v4](-[#1])-[#6v4]
527,3746,Sulfinyl_azide,CS(=O)N=[N+]=[N-],[#6v4]-[#16v4](=[#8v2])-[#7v3]=[#7v4+]=[#7v2-]
528,3737,Phosphinite_ester_(secondary),COPC,[#6v4]-[#15v3](-[#1])-[#8v2]-[#6v4]
529,3731,"N,N'-(N-Sulfonyl)urea",CNC(=O)N(C)S(C)(=O)=O,[#6v4]-[#16v6](=[#8v2])(=[#8v2])-[#7v3](-[#6v4])-[#6v4](=[#8v2])-[#7v3](-[#1])-[#6v4]
530,3728,"N,N-Carbohydrazonothioate_ester",CSC(C)=NN(C)C,[#6v4]-[#6v4](=[#7v3]-[#7v3](-[#6v4])-[#6v4])-[#16v2]-[#6v4]
531,3723,"1,2-(1-Sulfonyl)guanidine",CN=C(N)N(C)S(C)(=O)=O,[#6v4]-[#16v6](=[#8v2])(=[#8v2])-[#7v3](-[#6v4])-[#6v4](=[#7v3]-[#6v4])-[#7v3](-[#1])-[#1]
532,3720,"N,2,2-Hydrazinecarbothioamide",CNC(=S)NN(C)C,[#6v4]-[#7v3](-[#6v4])-[#7v3](-[#1])-[#6v4](=[#16v2])-[#7v3](-[#1])-[#6v4]
533,3707,Stannyl_(N),N[Sn],[#7]-[#50]
